station_name,latitude,longitude,source_type,kgis_code,station_code,department_code,raw_file
Ashoknagar PS,17.3223333326348,76.8155555558063,Karnataka Police Station,29579055828032070000HMPOLPUOFFPOS0001,PS - 403,169850687,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Brahmapur PS,17.3384080003502,76.8378589999124,Karnataka Police Station,29579055828032070000HMPOLPUOFFPOS0002,PS - 404,169850688,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kalaburagi Women PS,17.3281260002712,76.8367300003187,Karnataka Police Station,29579055828032070000HMPOLPUOFFPOS0003,PS - 405,164541561,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ragavendra nagar PS,17.3372689999503,76.8180720002851,Karnataka Police Station,29579055828032070000HMPOLPUOFFPOS0004,PS - 406,169851557,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Station Bazar PS,17.3168455002079,76.8258684998396,Karnataka Police Station,29579055828032070000HMPOLPUOFFPOS0005,PS - 407,169850686,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Roza PS,17.3459640000262,76.8518299998414,Karnataka Police Station,29579055828032070000HMPOLPUOFFPOS0006,PS - 408,169850696,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Sub Urban PS,17.3519000003488,76.840316667452,Karnataka Police Station,29579055828032070000HMPOLPUOFFPOS0007,PS - 409,169850708,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mahagoan PS,17.5191666671176,76.9414999997523,Karnataka Police Station,29579055826202070000HMPOLPUOFFPOS0001,PS - 410,164540709,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Narasimharaja PS,12.3348370001307,76.6640019996344,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0015,PS - 452,169730041,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
V.V. Puram PS,12.3261190002503,76.6328360000982,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0016,PS - 453,169730044,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Vijayanagar PS,12.3368890004213,76.6016359995834,Karnataka Police Station,29577055726188290000HMPOLPUOFFPOS0002,PS - 454,169730045,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Badami PS,15.9239249999605,75.6785770002963,Karnataka Police Station,29556054468030460000HMPOLPUOFFPOS0001,PS - 455,164701246,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Guledagudda PS,16.0482199997634,75.7741300002249,Karnataka Police Station,29556054465986670000HMPOLPUOFFPOS0001,PS - 456,164701249,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kerur PS,16.0148040000359,75.5476549998461,Karnataka Police Station,29556054468030450000HMPOLPUOFFPOS0001,PS - 457,164701247,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bagalkot Rural PS,16.1810079997981,75.6924640003567,Karnataka Police Station,29556054478030480000HMPOLPUOFFPOS0001,PS - 458,164701238,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kaladagi PS,16.206481999764,75.4973190001042,Karnataka Police Station,29556054475987740000HMPOLPUOFFPOS0001,PS - 459,164701240,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Navanagara PS,16.1590699995552,75.661539999842,Karnataka Police Station,29556054475988620000HMPOLPUOFFPOS0001,PS - 460,164701888,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mahalingapur PS,16.402139999676,75.1085099997695,Karnataka Police Station,29556054458030390000HMPOLPUOFFPOS0001,PS - 471,164701258,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mudhol PS,16.3299099999239,75.2849799999859,Karnataka Police Station,29556054455985720000HMPOLPUOFFPOS0001,PS - 472,164701255,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kagawad PS,16.6959899998383,74.7167199998821,Karnataka Police Station,29555054345972760000HMPOLPUOFFPOS0001,PS - 473,164441486,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Aigali PS,16.7794599996093,75.249869999662,Karnataka Police Station,29555054345973300000HMPOLPUOFFPOS0001,PS - 474,164441487,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Raibag PS,16.4923112815444,74.7702269650968,Karnataka Police Station,29555054358030260000HMPOLPUOFFPOS0001,PS - 475,164441483,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kudachi PS,16.6244499999013,74.8545299996688,Karnataka Police Station,29555054355973830000HMPOLPUOFFPOS0001,PS - 476,164441484,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Harugeri PS,16.5158556999823,74.9494329003037,Karnataka Police Station,29555054355973920000HMPOLPUOFFPOS0001,PS - 477,164442126,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bailhongal PS,15.8184370002436,74.8629139995728,Karnataka Police Station,29555054408030360000HMPOLPUOFFPOS0001,PS - 478,164441464,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nesargi PS,15.9056305303844,74.7773165105562,Karnataka Police Station,29555054405980250000HMPOLPUOFFPOS0001,PS - 479,164441465,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Khanapur PS,15.6363011796796,74.5055582233609,Karnataka Police Station,29555054398030350000HMPOLPUOFFPOS0001,PS - 480,164440314,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nandagad PS,15.5799300004464,74.5763650000587,Karnataka Police Station,29555054395980210000HMPOLPUOFFPOS0001,PS - 481,164440315,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Doddawad PS,15.6790689999975,74.9596999995475,Karnataka Police Station,29555054405981530000HMPOLPUOFFPOS0001,PS - 482,164441467,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kittur PS,15.5998461090257,74.7880261093551,Karnataka Police Station,29555054405981100000HMPOLPUOFFPOS0001,PS - 483,164441466,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ankali PS,16.5400475269284,74.6702752823781,Karnataka Police Station,29555054335971860000HMPOLPUOFFPOS0001,PS - 484,164442011,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chikkodi PS,16.4240310000308,74.5767259995559,Karnataka Police Station,29555054338030230000HMPOLPUOFFPOS0001,PS - 485,164441478,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Sadalaga PS,16.5497400000191,74.5324049998673,Karnataka Police Station,29555054338030220000HMPOLPUOFFPOS0001,PS - 486,164441479,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Basaweshwar Chowk PS,16.4104677522245,74.3776648175465,Karnataka Police Station,29555054338030210000HMPOLPUOFFPOS0001,PS - 487,164441482,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Khadakalat PS,16.445990000007,74.470870000113,Karnataka Police Station,29555054335972020000HMPOLPUOFFPOS0001,PS - 488,164442204,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nippani Rural PS,16.3942599998908,74.3838400000383,Karnataka Police Station,29555054338030210000HMPOLPUOFFPOS0002,PS - 489,164441481,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nippani Town PS,16.3942599998908,74.3838400000383,Karnataka Police Station,29555054338030210000HMPOLPUOFFPOS0003,PS - 490,164441480,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gokak Rural PS,16.1626710003463,74.8103599997942,Karnataka Police Station,29555054365974580000HMPOLPUOFFPOS0001,PS - 491,164440319,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gokak Town PS,16.1678099999201,74.8209419994804,Karnataka Police Station,29555054365974580000HMPOLPUOFFPOS0002,PS - 492,164440323,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hukkeri PS,16.237519999851,74.6051999999479,Karnataka Police Station,29555054378030320000HMPOLPUOFFPOS0001,PS - 493,164441461,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Sankeshwar PS,16.2546724238285,74.4877748480344,Karnataka Police Station,29555054378030310000HMPOLPUOFFPOS0001,PS - 494,164441462,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Yamakanmardi PS,16.1287042171331,74.5160825813542,Karnataka Police Station,29555054375976260000HMPOLPUOFFPOS0001,PS - 495,164441463,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ghataprabha PS,16.2365737446017,74.7657475336946,Karnataka Police Station,29555054365974350000HMPOLPUOFFPOS0001,PS - 496,164441460,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kulgod PS,16.2446380001785,75.0464030000223,Karnataka Police Station,29555054365975190000HMPOLPUOFFPOS0001,PS - 497,164441459,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mudalgi PS,16.3374370001193,74.9641909998838,Karnataka Police Station,29555054368030270000HMPOLPUOFFPOS0001,PS - 498,164441458,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Virajpet Rural PS,12.1930489996655,75.801103000425,Karnataka Police Station,29576055686180050000HMPOLPUOFFPOS0002,PS - 612,164510579,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Halagur PS,12.4274999996901,77.2283610003245,Karnataka Police Station,29573055526147750000HMPOLPUOFFPOS0001,PS - 615,164580876,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
K.M. Doddi PS,12.4893079996013,77.035163999984,Karnataka Police Station,29573055516146210000HMPOLPUOFFPOS0001,PS - 616,164580875,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Besagaraghalli PS,12.63613900021,77.0060279998678,Karnataka Police Station,29573055516145310000HMPOLPUOFFPOS0001,PS - 617,164581617,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kesthur PS,12.6916940003488,77.0607779999788,Karnataka Police Station,29573055516145520000HMPOLPUOFFPOS0001,PS - 618,164581618,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Koppa PS,12.7076889998692,76.9572330004139,Karnataka Police Station,29573055516145120000HMPOLPUOFFPOS0001,PS - 619,164581619,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Maddur PS,12.5877859997341,77.0413810003754,Karnataka Police Station,29573055518031690000HMPOLPUOFFPOS0001,PS - 620,164580877,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Belakavadi PS,12.2566390004105,77.1226469996849,Karnataka Police Station,29573055526148070000HMPOLPUOFFPOS0001,PS - 621,164580873,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kirugavalu PS,12.3584720001596,76.9451390003695,Karnataka Police Station,29573055526146800000HMPOLPUOFFPOS0001,PS - 622,164580872,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Malavalli Rural PS,12.3836419995713,77.0602780001994,Karnataka Police Station,29573055528031700000HMPOLPUOFFPOS0001,PS - 623,164580871,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Malavalli Town PS,12.3835279995756,77.0604439997954,Karnataka Police Station,29573055528031700000HMPOLPUOFFPOS0002,PS - 624,164580868,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Basaralu PS,12.7058440002913,76.8172530001449,Karnataka Police Station,29573055506143490000HMPOLPUOFFPOS0001,PS - 625,164580859,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Keragodu PS,12.6428610000569,76.9170280004013,Karnataka Police Station,29573055506143670000HMPOLPUOFFPOS0001,PS - 626,164580863,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mandya Rural PS,12.5194780001939,76.8844669996257,Karnataka Police Station,29573055508031680000HMPOLPUOFFPOS0001,PS - 627,164580858,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Shivalli PS,12.5857060003029,76.82389700023,Karnataka Police Station,29573055506144270000HMPOLPUOFFPOS0001,PS - 628,164580862,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mandya Central PS,12.5230370001354,76.8851440004404,Karnataka Police Station,29573055508031680000HMPOLPUOFFPOS0002,PS - 629,164582161,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mandya East PS,12.5284580000163,76.9007719999159,Karnataka Police Station,29573055508031680000HMPOLPUOFFPOS0003,PS - 630,164580854,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mandya West PS,12.526693999669,76.8907220000759,Karnataka Police Station,29573055508031680000HMPOLPUOFFPOS0004,PS - 631,164580855,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mandya Women PS,12.5284580000163,76.9007719999159,Karnataka Police Station,29573055508031680000HMPOLPUOFFPOS0005,PS - 632,164582162,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
K.R. Pet Rural PS,12.6593889999904,76.4883279999052,Karnataka Police Station,29573055468031640000HMPOLPUOFFPOS0001,PS - 633,164580850,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
K.R. Pet Town PS,12.6592419997099,76.4882890000802,Karnataka Police Station,29573055468031640000HMPOLPUOFFPOS0002,PS - 634,164580849,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kikkeri PS,12.7687169998611,76.4229170001883,Karnataka Police Station,29573055466133990000HMPOLPUOFFPOS0001,PS - 635,164580853,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bellur PS,12.9814419997485,76.7356419995543,Karnataka Police Station,29573055476137100000HMPOLPUOFFPOS0001,PS - 636,164580867,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bindiganavile PS,12.881194000452,76.6309659996206,Karnataka Police Station,29573055476137920000HMPOLPUOFFPOS0001,PS - 637,164580866,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nagamangala Rural  PS,12.8308810001486,76.7588530000804,Karnataka Police Station,29573055478031650000HMPOLPUOFFPOS0001,PS - 638,164581889,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nagamangala Town PS,12.8198189999741,76.7563030003642,Karnataka Police Station,29573055478031650000HMPOLPUOFFPOS0002,PS - 639,164580864,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Pandavapura PS,12.5030060002854,76.6735810001632,Karnataka Police Station,29573055486141890000HMPOLPUOFFPOS0001,PS - 640,164580848,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Arakere PS,12.4106780003366,76.8135740001178,Karnataka Police Station,29573055496142700000HMPOLPUOFFPOS0001,PS - 641,164580845,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
K.R. Sagar PS,12.4057780002984,76.572416999823,Karnataka Police Station,29573055496143100000HMPOLPUOFFPOS0001,PS - 642,164580846,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Melukote PS,12.6617360000175,76.6480829996999,Karnataka Police Station,29573055486140530000HMPOLPUOFFPOS0001,PS - 643,164581912,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Srirangapatna PS,12.4239850002271,76.6830810004348,Karnataka Police Station,29573055498031670000HMPOLPUOFFPOS0001,PS - 644,164580844,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Srirangapatna Rural PS,12.4145859999968,76.6913580002078,Karnataka Police Station,29573055498031670000HMPOLPUOFFPOS0002,PS - 645,164582160,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Beechanahalli PS,11.9907305560008,76.3499666674012,Karnataka Police Station,29577055736190240000HMPOLPUOFFPOS0001,PS - 646,164590897,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
H.D. Kote PS,12.0901805560091,76.3317611107035,Karnataka Police Station,29577055736188750000HMPOLPUOFFPOS0001,PS - 647,164590896,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Saragur PS,12.0029999997257,76.3953694440388,Karnataka Police Station,29577055736189880000HMPOLPUOFFPOS0001,PS - 648,164590898,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bilikere PS,12.3359111112243,76.4477555556761,Karnataka Police Station,29577055706184620000HMPOLPUOFFPOS0001,PS - 649,164590894,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hunusur Rural PS,12.3074194444243,76.2940972218105,Karnataka Police Station,29577055706184180000HMPOLPUOFFPOS0001,PS - 650,164590893,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hunusur Town PS,12.3052972219234,76.2904972221703,Karnataka Police Station,29577055706184180000HMPOLPUOFFPOS0002,PS - 651,164590892,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bettadapura PS,12.4656666670044,76.1012388886752,Karnataka Police Station,29577055696181710000HMPOLPUOFFPOS0001,PS - 652,164591604,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bylakuppe PS,12.4271888886405,75.9974277780029,Karnataka Police Station,29577055696181410000HMPOLPUOFFPOS0001,PS - 653,164591602,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Periyapatna PS,12.3374694440035,76.0886222220962,Karnataka Police Station,29577055698031910000HMPOLPUOFFPOS0001,PS - 654,164591600,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
K.R. Nagar PS,12.4355861106706,76.3805666671765,Karnataka Police Station,29577055718031930000HMPOLPUOFFPOS0001,PS - 655,164590887,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Saligrama PS,12.5621222223597,76.263647222112,Karnataka Police Station,29577055716185300000HMPOLPUOFFPOS0001,PS - 656,164590888,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Jayapura PS,12.2047055562172,76.5552666667382,Karnataka Police Station,29577055726187650000HMPOLPUOFFPOS0001,PS - 657,164590885,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mysore South PS,12.3128250001524,76.6643888891635,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0017,PS - 658,164590883,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Varuna PS,12.2540861106456,76.8089027780329,Karnataka Police Station,29577055726187980000HMPOLPUOFFPOS0001,PS - 659,164592155,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Yelawala PS,12.3593888886838,76.5413583333045,Karnataka Police Station,29577055726188250000HMPOLPUOFFPOS0001,PS - 660,164590884,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Biligere PS,12.0698916665752,76.7456555563285,Karnataka Police Station,29577055746192490000HMPOLPUOFFPOS0001,PS - 661,164590903,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hullahalli PS,12.0973055558715,76.5565750000767,Karnataka Police Station,29577055746191250000HMPOLPUOFFPOS0001,PS - 662,164591556,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kowlande PS,12.0328249996388,76.7987944436249,Karnataka Police Station,29577055746193000000HMPOLPUOFFPOS0001,PS - 663,164591611,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nanjanagudu Rural PS,12.1145611113237,76.6741499995896,Karnataka Police Station,29577055746192430000HMPOLPUOFFPOS0001,PS - 664,164590902,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nanjanagudu Town PS,12.1181222219017,76.6861472222113,Karnataka Police Station,29577055746192430000HMPOLPUOFFPOS0002,PS - 665,164590901,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bannur PS,12.3328861113612,76.8664222218755,Karnataka Police Station,29577055756193270000HMPOLPUOFFPOS0001,PS - 666,164590906,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kadur PS,13.555317508155,76.0117877802284,Karnataka Police Station,29570055298031480000HMPOLPUOFFPOS0001,PS - 688,164480481,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Panchanahalli PS,13.5470429996333,76.3329329998881,Karnataka Police Station,29570055296095800000HMPOLPUOFFPOS0001,PS - 689,164480483,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Sakkaraya Patna PS,13.43594899995,75.9174889999256,Karnataka Police Station,29570055296096050000HMPOLPUOFFPOS0001,PS - 690,164480482,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Singatagere PS,13.5517830001316,76.1747570001965,Karnataka Police Station,29570055296094930000HMPOLPUOFFPOS0001,PS - 691,164480479,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ajjampura PS,13.756626000254,75.999862000049,Karnataka Police Station,29570055286092780000HMPOLPUOFFPOS0001,PS - 692,164480474,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Lakkavalli PS,13.7014104337312,75.6534188935602,Karnataka Police Station,29570055286091140000HMPOLPUOFFPOS0001,PS - 693,164481750,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Lingadahalli PS,13.6041459999855,75.8400519997675,Karnataka Police Station,29570055286093360000HMPOLPUOFFPOS0001,PS - 694,164480473,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Tarikere Town PS,13.4244709997979,75.4828499998096,Karnataka Police Station,29570055276090950000HMPOLPUOFFPOS0001,PS - 695,164480468,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bantwala Rural PS,12.8907833327236,75.0404499999249,Karnataka Police Station,29575055628031830000HMPOLPUOFFPOS0001,PS - 696,164631073,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bantwala Town PS,12.8813960002963,75.0313750000531,Karnataka Police Station,29575055628031830000HMPOLPUOFFPOS0002,PS - 697,164631072,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Vitla PS,12.763360000292,75.1016099998576,Karnataka Police Station,29575055626176050000HMPOLPUOFFPOS0001,PS - 698,164631074,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Belthangadi PS,12.9899590000929,75.2827340000247,Karnataka Police Station,29575055638031840000HMPOLPUOFFPOS0001,PS - 699,164631070,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Dharmasthala PS,12.9529425848431,75.384191922713,Karnataka Police Station,29575055636176740000HMPOLPUOFFPOS0001,PS - 700,164632142,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Punjalkatte PS,12.9505758882037,75.1680902435035,Karnataka Police Station,29575055626175450000HMPOLPUOFFPOS0001,PS - 701,164631926,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
VenoorPS,13.012608000149,75.1391849997653,Karnataka Police Station,29575055636176180000HMPOLPUOFFPOS0001,PS - 702,164631672,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Puttur Rural PS,12.7299336542509,75.2206207288605,Karnataka Police Station,29575055646177320000HMPOLPUOFFPOS0001,PS - 703,164631063,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Uppinangadi PS,12.8394549998839,75.2482300003386,Karnataka Police Station,29575055646177520000HMPOLPUOFFPOS0001,PS - 704,164631064,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bellare PS,12.6640612816479,75.3708391857439,Karnataka Police Station,29575055656177560000HMPOLPUOFFPOS0001,PS - 705,164632158,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Sullia PS,12.5564220000149,75.3928840000462,Karnataka Police Station,29575055658031860000HMPOLPUOFFPOS0001,PS - 706,164631061,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kapu PS,13.2284669997503,74.7482400004314,Karnataka Police Station,29569055236088320000HMPOLPUOFFPOS0001,PS - 707,164691202,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Padubidri PS,13.1408309998147,74.7701429996373,Karnataka Police Station,29569055236088580000HMPOLPUOFFPOS0001,PS - 708,164691203,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Shirva PS,13.2111169997885,74.832211999612,Karnataka Police Station,29569055236088250000HMPOLPUOFFPOS0001,PS - 709,164691206,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ajekar PS,13.3190330000313,74.999538000391,Karnataka Police Station,29569055246088790000HMPOLPUOFFPOS0001,PS - 710,164691628,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hebri PS,13.458648000026,74.9899239999226,Karnataka Police Station,29569055246088680000HMPOLPUOFFPOS0001,PS - 711,164691225,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Karkala Rural PS,13.2227949998185,74.9811789996669,Karnataka Police Station,29569055248031420000HMPOLPUOFFPOS0001,PS - 712,164691221,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Karkala Town PS,13.2227949998185,74.9811789996669,Karnataka Police Station,29569055248031420000HMPOLPUOFFPOS0002,PS - 713,164691224,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Byndoor PS,13.8670959995934,74.6265130000824,Karnataka Police Station,29569055226086610000HMPOLPUOFFPOS0001,PS - 714,164691212,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gangolli PS,13.6867200001321,74.6603749995651,Karnataka Police Station,29569055226086870000HMPOLPUOFFPOS0001,PS - 715,164691217,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kollur PS,13.8633549996085,74.8135260002853,Karnataka Police Station,29569055226086810000HMPOLPUOFFPOS0001,PS - 716,164691215,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Amasebailu PS,13.6030689995903,74.9485879999256,Karnataka Police Station,29569055226087560000HMPOLPUOFFPOS0001,PS - 718,164691200,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kundapura PS,13.636995999572,74.6895069997589,Karnataka Police Station,29569055228031390000HMPOLPUOFFPOS0001,PS - 719,164691216,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kundapura Rural PS,13.6376749999857,74.7724929995498,Karnataka Police Station,29569055226087130000HMPOLPUOFFPOS0001,PS - 720,164692170,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Shankaranarayana PS,13.6045059998908,74.8624549995882,Karnataka Police Station,29569055226087160000HMPOLPUOFFPOS0001,PS - 721,164691219,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Brahmavar PS,13.4382470001217,74.7441369998107,Karnataka Police Station,29569055236088450000HMPOLPUOFFPOS0001,PS - 722,164691208,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hiriadka PS,13.3492432912263,74.8561909434317,Karnataka Police Station,29569055236088140000HMPOLPUOFFPOS0001,PS - 723,164691210,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kota PS,13.5282609996582,74.7039730000519,Karnataka Police Station,29569055236087610000HMPOLPUOFFPOS0001,PS - 724,164691211,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Manipal PS,13.3491519997911,74.7860859999478,Karnataka Police Station,29569055238031410000HMPOLPUOFFPOS0002,PS - 725,164691201,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Malpe PS,13.3606109997091,74.7033830001599,Karnataka Police Station,29569055238031410000HMPOLPUOFFPOS0003,PS - 726,164691198,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Udupi Town PS,13.3306670002013,74.7481680002445,Karnataka Police Station,29569055238031410000HMPOLPUOFFPOS0004,PS - 727,164691197,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Udupi Women PS,13.3306670002013,74.7481680002445,Karnataka Police Station,29569055238031410000HMPOLPUOFFPOS0005,PS - 728,164691220,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Electronic City PS,12.8400089995489,77.6630639999462,Karnataka Police Station,29572055436130580000HMPOLPUOFFPOS0001,PS - 150,164431799,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Parappana Agrahara PS,12.8773138893884,77.6673555559925,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0065,PS - 151,164431800,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Adugodi PS,12.941430999878,77.6115419998195,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0066,PS - 152,164431382,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
H.S.R.Layout PS,12.9201510003798,77.6513889997284,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0067,PS - 153,164431796,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
