station_name,latitude,longitude,source_type,kgis_code,station_code,department_code,raw_file
Hosahalli PS,13.4392470002062,77.4610749998091,Karnataka Police Station,29583056026249610000HMPOLPUOFFPOS0001,PS - 845,164421335,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Dobbespet PS,13.2307609999756,77.2422319998178,Karnataka Police Station,29583056016247440000HMPOLPUOFFPOS0001,PS - 846,164420272,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Thyamagondlu PS,13.2160730002358,77.3005339996233,Karnataka Police Station,29583056016248230000HMPOLPUOFFPOS0001,PS - 847,164420273,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Madhanayakanahally PS,13.0622470002623,77.4623099998741,Karnataka Police Station,29572055426129510000HMPOLPUOFFPOS0001,PS - 848,164421914,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Suryanagar PS,12.7928960000553,77.7049370001704,Karnataka Police Station,29572055456132650000HMPOLPUOFFPOS0001,PS - 849,164422144,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ashoknagar PS,12.9716320001726,77.6101850003906,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0100,PS - 850,164431389,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
UK Women PS,14.8081974519154,74.1287643155449,Karnataka Police Station,29563054788030900000HMPOLPUOFFPOS0004,PS - 844,164602218,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
S.J. Park PS,12.9609289995745,77.5831449995862,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0101,PS - 851,164431392,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bagalur PS,13.1400419997494,77.6704359997402,Karnataka Police Station,29572055426129150000HMPOLPUOFFPOS0001,PS - 852,164431822,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hanumathanagar PS,12.9362359996876,77.5614549998024,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0102,PS - 853,164431366,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Begur PS,12.8782620001631,77.6243380001586,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0103,PS - 854,164432194,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hulimavu PS,12.8766460003129,77.6000710004058,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0104,PS - 855,164431798,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mico Layout PS,12.9086119998238,77.610659000147,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0105,PS - 856,164431381,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ballari APMC Yard PS,15.1200727097952,76.9119893355174,Karnataka Police Station,29565055008031140000HMPOLPUOFFPOS0005,PS - 870,164451920,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hospete extension PS,15.2613173836515,76.378147810104,Karnataka Police Station,29565054988031090000HMPOLPUOFFPOS0003,PS - 872,169860352,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
T.B. Dam PS,15.2634830508049,76.3410900196889,Karnataka Police Station,29565054988031090000HMPOLPUOFFPOS0004,PS - 873,169860353,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ballari Women PS,15.1528987201765,76.9198003222493,Karnataka Police Station,29565055008031140000HMPOLPUOFFPOS0006,PS - 874,164452205,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Vidyaranyapura PS,13.0839867258753,77.5643861813388,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0106,PS - 857,164430015,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kora PS,13.4375669966888,77.0615165780437,Karnataka Police Station,29571055376113380000HMPOLPUOFFPOS0001,PS - 865,164641091,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Jayanagara PS,13.3174263965002,77.1198497923468,Karnataka Police Station,29571055378031570000HMPOLPUOFFPOS0005,PS - 864,164642119,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kolala PS,13.3653069798512,77.309849152736,Karnataka Police Station,29571055366112320000HMPOLPUOFFPOS0001,PS - 861,164642122,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Tumkur Women PS,13.3481368136203,77.1054696603324,Karnataka Police Station,29571055378031570000HMPOLPUOFFPOS0006,PS - 867,164642120,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Malur PS,13.0040625565255,77.9378744423732,Karnataka Police Station,29581055928032220000HMPOLPUOFFPOS0001,PS - 858,164570811,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kolar Women PS,13.1328199952886,78.1335376050286,Karnataka Police Station,29581055918032210000HMPOLPUOFFPOS0007,PS - 869,164572151,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Doddaballapura Town PS,13.3086500744019,77.5446304954841,Karnataka Police Station,29583056026252470000HMPOLPUOFFPOS0001,PS - 877,164420262,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chinthamani Rural PS,13.4009020896407,78.05344842821,Karnataka Police Station,29582056008032310000HMPOLPUOFFPOS0002,PS - 878,169760824,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bhadravathi Rural PS,13.8257444363277,75.6869140239428,Karnataka Police Station,29568055218031380000HMPOLPUOFFPOS0005,PS - 859,164621018,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nayakanahatti PS,14.4681222415151,76.5455972595296,Karnataka Police Station,29566055046052490000HMPOLPUOFFPOS0001,PS - 866,164490502,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Arsikere PS,14.0840889883304,77.0413860804016,Karnataka Police Station,29571055346106250000HMPOLPUOFFPOS0001,PS - 862,164641659,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chandrashekarpura PS,13.1512179863433,76.8819304300341,Karnataka Police Station,29571055386119400000HMPOLPUOFFPOS0001,PS - 863,164641095,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kamalapur PS,17.5807971223409,76.9877231125126,Karnataka Police Station,29579055826201980000HMPOLPUOFFPOS0001,PS - 879,164540710,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Koppal Women PS,15.3485979843193,76.1509590040027,Karnataka Police Station,29560054678030730000HMPOLPUOFFPOS0004,PS - 880,164682207,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Yadgir CEN Crime PS,16.7732241213106,77.1160595497585,Karnataka Police Station,29580055898032190000HMPOLPUOFFPOS0004,PS - 881,169782236,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Madiwala PS,12.9209999998742,77.620667999617,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0069,PS - 155,164431380,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bommanahalli PS,12.9106199997205,77.6249800003253,Karnataka Police Station,29572055428031620000HMPOLPUOFFPOS0070,PS - 156,164432141,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Huliyurdurga PS,12.8247299995681,77.0346219997046,Karnataka Police Station,29571055416127280000HMPOLPUOFFPOS0001,PS - 266,164641099,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Turuvkere PS,13.1639000002822,76.6686000000028,Karnataka Police Station,29571055408031600000HMPOLPUOFFPOS0001,PS - 267,164641102,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Dandinashivara PS,13.2538000002059,76.711799999877,Karnataka Police Station,29571055406122740000HMPOLPUOFFPOS0001,PS - 268,164641103,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kyathasadra PS,13.3082620001205,77.1486830002103,Karnataka Police Station,29571055378031570000HMPOLPUOFFPOS0001,PS - 269,164641635,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Tumakur Town PS,13.3449009996581,77.1034480004008,Karnataka Police Station,29571055378031570000HMPOLPUOFFPOS0002,PS - 270,164641080,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Tumakur Rural PS,13.3422429999316,77.1059380002592,Karnataka Police Station,29571055378031570000HMPOLPUOFFPOS0003,PS - 271,164641089,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bellavi PS,13.4146458720677,77.0175909370316,Karnataka Police Station,29571055376112720000HMPOLPUOFFPOS0001,PS - 272,164641090,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Thilak Park PS,13.3422609995482,77.0904960003251,Karnataka Police Station,29571055378031570000HMPOLPUOFFPOS0004,PS - 273,164641084,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Patanayakanahalli PS,13.8876099997928,76.9212900004214,Karnataka Police Station,29571055336103340000HMPOLPUOFFPOS0001,PS - 274,164641645,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Tavarekere PS,13.7964590002689,76.8039480001678,Karnataka Police Station,29571055336103240000HMPOLPUOFFPOS0001,PS - 275,164641646,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Honnavalli PS,13.3328300003482,76.3882049997656,Karnataka Police Station,29571055396119940000HMPOLPUOFFPOS0001,PS - 251,164641113,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
K.B. Cross PS,13.3089089997333,76.6400769999736,Karnataka Police Station,29571055396120380000HMPOLPUOFFPOS0001,PS - 252,164641934,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nonavinakere PS,13.1655345000612,76.555435600315,Karnataka Police Station,29571055396121440000HMPOLPUOFFPOS0001,PS - 253,164641112,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Tiptur Rural PS,13.2610541549328,76.46446055803,Karnataka Police Station,29571055396120970000HMPOLPUOFFPOS0001,PS - 254,164641111,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Tiptur Town PS,13.2612110002443,76.460899000126,Karnataka Police Station,29571055396120970000HMPOLPUOFFPOS0002,PS - 255,164641107,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kodigenahalli PS,13.7173100002827,77.3855400004463,Karnataka Police Station,29571055356109230000HMPOLPUOFFPOS0001,PS - 256,164641656,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Madhugiri PS,13.6624799996144,77.2090279998617,Karnataka Police Station,29571055356108500000HMPOLPUOFFPOS0001,PS - 257,164641655,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Medigeshi PS,13.8326204889191,77.20529848099,Karnataka Police Station,29571055356106850000HMPOLPUOFFPOS0001,PS - 258,164641657,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Koratagere PS,13.5270469997859,77.2413650999194,Karnataka Police Station,29571055366110740000HMPOLPUOFFPOS0001,PS - 259,164641643,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Y. N. Hosakote PS,14.2793770003388,77.1739219999071,Karnataka Police Station,29571055346105270000HMPOLPUOFFPOS0001,PS - 260,164641660,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Thirumani PS,14.2410352493768,77.4404805405636,Karnataka Police Station,29571055346105840000HMPOLPUOFFPOS0001,PS - 261,164641661,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Badavanahalli PS,13.6756610003453,77.0648799999065,Karnataka Police Station,29571055356107550000HMPOLPUOFFPOS0001,PS - 262,164641806,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Pavagada PS,14.1008379999369,77.2837199995753,Karnataka Police Station,29571055348031540000HMPOLPUOFFPOS0001,PS - 263,164641658,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
kunigal PS,13.0210000002689,77.0191666667406,Karnataka Police Station,29571055418031610000HMPOLPUOFFPOS0001,PS - 264,164641098,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Amruthur PS,12.9145999999895,76.9346000003283,Karnataka Police Station,29571055416126600000HMPOLPUOFFPOS0001,PS - 265,164641100,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Metagalli PS,12.3471340004536,76.6303839996796,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0014,PS - 451,169730042,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Katkol PS,15.9854119995746,75.136056000175,Karnataka Police Station,29555054425983610000HMPOLPUOFFPOS0001,PS - 499,164441473,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ramadurga PS,15.9493149998041,75.2948579999534,Karnataka Police Station,29555054425983760000HMPOLPUOFFPOS0001,PS - 500,164441472,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Murgod PS,15.8866790002661,74.9269049995994,Karnataka Police Station,29555054415982050000HMPOLPUOFFPOS0001,PS - 501,164441470,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Soundatti PS,15.763274000294,75.1080159996343,Karnataka Police Station,29555054418030370000HMPOLPUOFFPOS0001,PS - 502,164441468,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Alnavar PS,15.4316689998837,74.7400280000106,Karnataka Police Station,29562054738030840000HMPOLPUOFFPOS0001,PS - 503,164520610,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Dharwad Rural PS,15.4718184459285,74.9879009494425,Karnataka Police Station,29562054738030830000HMPOLPUOFFPOS0004,PS - 504,164520608,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Garag PS,15.5701110004214,74.9293330000009,Karnataka Police Station,29562054736022150000HMPOLPUOFFPOS0001,PS - 505,164520609,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gudageri PS,15.1214899997718,75.3628449997187,Karnataka Police Station,29562054776025690000HMPOLPUOFFPOS0001,PS - 506,164521929,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Dharwad Women PS,15.471329473365,74.9920058908383,Karnataka Police Station,29562054738030830000HMPOLPUOFFPOS0005,PS - 507,164522184,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hubballi Rural PS,15.3508059998508,75.1596939999173,Karnataka Police Station,29562054758030830000HMPOLPUOFFPOS0013,PS - 508,164521538,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kalaghatagi PS,15.1748239995643,74.9689389997879,Karnataka Police Station,29562054768030870000HMPOLPUOFFPOS0001,PS - 509,164521535,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kundagol PS,15.2597499999868,75.2401110000923,Karnataka Police Station,29562054776025190000HMPOLPUOFFPOS0001,PS - 510,164521540,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Navalgund PS,15.5569720004049,75.3583599997987,Karnataka Police Station,29562054748030850000HMPOLPUOFFPOS0001,PS - 513,164520612,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Annigeri PS,15.4293889996275,75.4335279997175,Karnataka Police Station,29562054748030860000HMPOLPUOFFPOS0001,PS - 515,164520613,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Betageri PS,15.4452623455419,75.6468818515471,Karnataka Police Station,29561054708030780000HMPOLPUOFFPOS0001,PS - 516,164401558,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Betageri Extention PS,15.4276390003914,75.6522139996588,Karnataka Police Station,29561054708030780000HMPOLPUOFFPOS0002,PS - 517,164401559,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gadag Rural PS,15.4344020000632,75.635170000408,Karnataka Police Station,29561054708030780000HMPOLPUOFFPOS0003,PS - 518,164400179,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mulagund PS,15.2822060001572,75.5181200000679,Karnataka Police Station,29561054706020470000HMPOLPUOFFPOS0001,PS - 519,164400180,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gadag Town PS,15.4297675788183,75.6327235381656,Karnataka Police Station,29561054708030780000HMPOLPUOFFPOS0004,PS - 520,164400175,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gadag Women PS,15.4297675788183,75.6327235381656,Karnataka Police Station,29561054708030780000HMPOLPUOFFPOS0005,PS - 521,164402186,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Shirahatti PS,15.2372777778357,75.5831111113781,Karnataka Police Station,29561054716020950000HMPOLPUOFFPOS0001,PS - 522,164401562,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mundargi PS,15.2110000000128,75.8838055556117,Karnataka Police Station,29561054726021580000HMPOLPUOFFPOS0001,PS - 523,164401567,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kallambella PS,13.6398120002565,76.9370479998021,Karnataka Police Station,29571055336104690000HMPOLPUOFFPOS0001,PS - 276,164641644,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chelur PS,13.4416666667111,76.906944444205,Karnataka Police Station,29571055386117040000HMPOLPUOFFPOS0001,PS - 277,164641094,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gubbi PS,13.3093888890137,76.9485350002891,Karnataka Police Station,29571055388031580000HMPOLPUOFFPOS0001,PS - 278,164641093,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Sira PS,13.7441666671294,76.9033333326313,Karnataka Police Station,29571055336103860000HMPOLPUOFFPOS0001,PS - 279,164641642,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Challakere PS,14.3146999999861,76.6485999996673,Karnataka Police Station,29566055048031190000HMPOLPUOFFPOS0001,PS - 280,164490500,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Parasurampura PS,14.2551999995606,76.883600000337,Karnataka Police Station,29566055046053960000HMPOLPUOFFPOS0001,PS - 281,164490504,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Thalak PS,14.4481999997834,76.6735000000248,Karnataka Police Station,29566055046053030000HMPOLPUOFFPOS0001,PS - 282,164490503,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Rampura PS,14.8848000002066,76.7842000004404,Karnataka Police Station,29566055036051640000HMPOLPUOFFPOS0001,PS - 283,164490508,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Bharamasagara PS,14.3697000003646,76.1922999999702,Karnataka Police Station,29566055056054560000HMPOLPUOFFPOS0001,PS - 284,164490494,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chitradurga Rural PS,14.2360000003353,76.4038999998647,Karnataka Police Station,29566055058031200000HMPOLPUOFFPOS0001,PS - 285,164490493,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Turuvanur (Jogi) PS,14.403752185026,76.4385542413628,Karnataka Police Station,29566055056054960000HMPOLPUOFFPOS0001,PS - 286,164490495,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chitradurga Kote PS,14.217500000258,76.3874000004641,Karnataka Police Station,29566055058031200000HMPOLPUOFFPOS0002,PS - 287,164490490,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chitradurga Extension PS,14.2284400003598,76.4132099997115,Karnataka Police Station,29566055058031200000HMPOLPUOFFPOS0003,PS - 288,164492212,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chitradurga Women PS,14.2284400003598,76.4132099997115,Karnataka Police Station,29566055058031200000HMPOLPUOFFPOS0004,PS - 289,164492118,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chikkajajur PS,14.1275000000201,76.1397000001606,Karnataka Police Station,29566055066058200000HMPOLPUOFFPOS0001,PS - 290,164490499,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Chitrahalli Gate PS,14.0958519999375,76.2724089996065,Karnataka Police Station,29566055066057680000HMPOLPUOFFPOS0001,PS - 291,164492135,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Holalkere PS,14.0412599996055,76.1847129998134,Karnataka Police Station,29566055066057400000HMPOLPUOFFPOS0001,PS - 292,164490498,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hiriyur Rural PS,13.9593267003771,76.6109350001849,Karnataka Police Station,29566055088031230000HMPOLPUOFFPOS0001,PS - 293,164491925,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hiriyur Town PS,13.9447000004285,76.6145000001013,Karnataka Police Station,29566055088031230000HMPOLPUOFFPOS0002,PS - 294,164490509,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hosadurga PS,13.7979500003097,76.2822600001276,Karnataka Police Station,29566055078031220000HMPOLPUOFFPOS0001,PS - 295,164490513,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Srirampura PS,13.6191000004381,76.4205000000863,Karnataka Police Station,29566055076059990000HMPOLPUOFFPOS0001,PS - 296,164490516,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Davanagere Extention PS,14.4648180001195,75.9198360004108,Karnataka Police Station,29567055128031270000HMPOLPUOFFPOS0001,PS - 297,164380101,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
K.T.J Nagar PS,14.4540969997243,75.9246790004481,Karnataka Police Station,29567055128031270000HMPOLPUOFFPOS0002,PS - 298,164380102,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Vidyanagar PS,14.4346749996828,75.9160730001771,Karnataka Police Station,29567055128031270000HMPOLPUOFFPOS0003,PS - 299,164380103,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Davangere Women PS,14.4651259995522,75.9201730004233,Karnataka Police Station,29567055128031270000HMPOLPUOFFPOS0004,PS - 300,164381520,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Azad Nagar PS,14.4808990000607,75.9253489998062,Karnataka Police Station,29567055128031270000HMPOLPUOFFPOS0005,PS - 301,164380098,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gurmitkal PS,16.8655020004296,77.3894290002896,Karnataka Police Station,29580055896212640000HMPOLPUOFFPOS0001,PS - 423,169780691,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hunsagi PS,16.4563410002557,76.5285199997087,Karnataka Police Station,29580055876209450000HMPOLPUOFFPOS0001,PS - 424,169781615,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kodekal PS,16.3539170000801,76.4065669999787,Karnataka Police Station,29580055876209710000HMPOLPUOFFPOS0001,PS - 425,169781603,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kembhavi PS,16.647738999663,76.5323860003148,Karnataka Police Station,29580055876208890000HMPOLPUOFFPOS0001,PS - 426,169781599,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Narayanpur PS,16.2556789997452,76.3686909995406,Karnataka Police Station,29580055876209910000HMPOLPUOFFPOS0001,PS - 427,169781601,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Saidapur PS,16.5748039999117,77.2522740000659,Karnataka Police Station,29580055896213880000HMPOLPUOFFPOS0001,PS - 428,169780692,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Shahapur PS,16.6994799996544,76.8417829999687,Karnataka Police Station,29580055888032170000HMPOLPUOFFPOS0001,PS - 429,169780699,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Shorapur PS,16.5258959998599,76.7594650000373,Karnataka Police Station,29580055878032150000HMPOLPUOFFPOS0001,PS - 430,169781598,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Wadagera PS,16.5930719996412,77.1005489996263,Karnataka Police Station,29580055886211920000HMPOLPUOFFPOS0001,PS - 431,169781596,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Yadgir Town PS,16.7716039996392,77.1378460000837,Karnataka Police Station,29580055898032190000HMPOLPUOFFPOS0001,PS - 432,169781589,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Yadgir Rural PS,16.7627640003998,77.1323480002489,Karnataka Police Station,29580055898032190000HMPOLPUOFFPOS0002,PS - 433,169781590,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Yadgir Women PS,16.7627640003998,77.1323480002489,Karnataka Police Station,29580055898032190000HMPOLPUOFFPOS0003,PS - 434,169782183,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Alanahally PS,12.3071192100217,76.7037689004229,Karnataka Police Station,29577055726188360000HMPOLPUOFFPOS0001,PS - 436,169732174,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Devaraja PS,12.3128230003215,76.6494189999812,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0002,PS - 437,169730052,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Lashkar PS,12.3144027908781,76.6567916603507,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0003,PS - 438,169730053,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Nazarbad PS,12.3082760001403,76.6673269999795,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0004,PS - 439,169730054,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Udayagiri PS,12.3267900003402,76.6809440001246,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0005,PS - 440,169730055,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Women PS Mysuru City,12.3014316000704,76.6568210000169,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0006,PS - 441,169730056,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ashokpuram PS,12.2893060002719,76.6312979999431,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0007,PS - 442,169730048,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Krishnaraja PS,12.2979102314074,76.6502959366214,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0008,PS - 443,169730046,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Kuvempunagar PS,12.2860780003566,76.627722000175,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0009,PS - 444,169730051,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Laxmipuram PS,12.2977360003455,76.6428379996766,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0010,PS - 445,169730049,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Saraswathipuram PS,12.3017490003132,76.6239630001804,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0011,PS - 446,169730050,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Vidyaranyarpuram PS,12.2632986768268,76.6446324746981,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0012,PS - 447,169730047,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Hebbal PS,12.3532704229885,76.6161044153904,Karnataka Police Station,29577055726188330000HMPOLPUOFFPOS0001,PS - 448,169732177,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Jayalakshmipuram PS,12.3236901559182,76.6129925631637,Karnataka Police Station,29577055726188290000HMPOLPUOFFPOS0001,PS - 449,169730043,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Mandi PS,12.3163369997298,76.6541940000986,Karnataka Police Station,29577055728031940000HMPOLPUOFFPOS0013,PS - 450,169730040,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Naragund PS,15.7212902142725,75.3883261174758,Karnataka Police Station,29561054686018720000HMPOLPUOFFPOS0001,PS - 524,164401568,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Gajendragad PS,15.7359199997003,75.967010000407,Karnataka Police Station,29561054698030760000HMPOLPUOFFPOS0001,PS - 525,164401566,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Naregal PS,15.5702531290992,75.8055689290355,Karnataka Police Station,29561054698030770000HMPOLPUOFFPOS0001,PS - 526,164401565,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Ron PS,15.6921271180652,75.735676376687,Karnataka Police Station,29561054698030750000HMPOLPUOFFPOS0001,PS - 527,164401564,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Alamatti PS,16.343020000317,75.8977699998408,Karnataka Police Station,29557054525994910000HMPOLPUOFFPOS0001,PS - 528,164471924,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
Basavan Bagewadi PS,16.5720999995958,75.9689999997507,Karnataka Police Station,29557054528030540000HMPOLPUOFFPOS0001,PS - 529,164470429,9181e6ed-6164-430b-8b10-238ad7b8ab45.kml
